condition,n,rho_10_median,r_perp_10_median,g_offray_10_median,q_offray_10_median,m_10_median
pass10_pass200,236,0.21901043504476547,0.5630948543548584,0.30817411839962,1.39661306142807,1.7680746912956238
pass10_fail200,142,0.39626502990722656,0.9298944473266602,0.43852902948856354,1.0998350381851196,0.29520270228385925
fail10,222,0.3468177169561386,0.8522380888462067,0.45903532207012177,1.2362529039382935,-0.3867468684911728
