eps,eps_tag,complete_steps10,complete_paired,median_R10,min_R10,max_R10,median_R100,median_collapse,spearman_rho10_vs_collapse,auc_collapse_ge_5pp,auc_collapse_ge_10pp,auc_collapse_ge_20pp,distance_to_R10_45,in_R10_30_60_window
0.000980392156862745,eps025centi_255,42,42,66.69433387444684,5.64042303172738,89.53846153846153,56.04722474433069,6.810505851862349,"{'n': 42, 'rho': 0.8421521756745807, 'p': 2.7538594674496814e-12}","{'threshold_pp': 5.0, 'auc': 0.9107551487414187, 'positives': 23, 'negatives': 19}","{'threshold_pp': 10.0, 'auc': 0.9045092838196286, 'positives': 13, 'negatives': 29}","{'threshold_pp': 20.0, 'auc': 0.8432432432432433, 'positives': 5, 'negatives': 37}",21.69433387444684,False
0.0014705882352941176,eps038centi_255,42,42,48.711305965191976,1.762632197414806,81.64102564102565,33.89353799770128,9.748490768607983,"{'n': 42, 'rho': 0.8189773924317317, 'p': 3.3976882505972336e-11}","{'threshold_pp': 5.0, 'auc': 0.9158249158249159, 'positives': 33, 'negatives': 9}","{'threshold_pp': 10.0, 'auc': 0.9068181818181817, 'positives': 20, 'negatives': 22}","{'threshold_pp': 20.0, 'auc': 0.7638888888888888, 'positives': 6, 'negatives': 36}",3.7113059651919755,True
0.00196078431372549,eps050centi_255,42,42,33.34899915858465,0.8225616921269095,74.05128205128206,17.801570907404226,10.658120709476881,"{'n': 42, 'rho': 0.6964589579450613, 'p': 3.0208570557565355e-07}","{'threshold_pp': 5.0, 'auc': 0.9301470588235294, 'positives': 34, 'negatives': 8}","{'threshold_pp': 10.0, 'auc': 0.9105882352941177, 'positives': 25, 'negatives': 17}","{'threshold_pp': 20.0, 'auc': 0.8355263157894737, 'positives': 4, 'negatives': 38}",11.651000841415353,True
0.0029411764705882353,eps075centi_255,42,42,15.126193166959316,0.0,56.61538461538461,4.679189130513442,6.3965376226826605,"{'n': 42, 'rho': 0.4473705534397537, 'p': 0.002973128340633541}","{'threshold_pp': 5.0, 'auc': 0.6607142857142857, 'positives': 28, 'negatives': 14}","{'threshold_pp': 10.0, 'auc': 0.6888888888888889, 'positives': 15, 'negatives': 27}","{'threshold_pp': 20.0, 'auc': 0.8250000000000001, 'positives': 2, 'negatives': 40}",29.873806833040682,False
